id,name,email,phone_number,date_of_birth,valid_email,email_correction_status,valid_phone,phone_correction_status,valid_dob,dob_correction_status
6303,xvrupbg,vqmccdqtxjt,4133906t,1999-22-33,invalid@example.com,non-correctable,00000000,non-correctable,1999-22-33,valid
6306,seyguvw,kgmhazzhccv,1790097H,1986-82-63,invalid@example.com,non-correctable,00000000,non-correctable,1986-82-63,valid
6307,cfacfwd,lflyecmzutB,6095337b,1970-80-39,invalid@example.com,non-correctable,00000000,non-correctable,1970-80-39,valid
6311,ufkefge,ypyndeammuG,6496183c,2000-94-50,invalid@example.com,non-correctable,00000000,non-correctable,2000-94-50,valid
6314,rkwzetn,jeyujncnwsY,9392528Q,1991-83-94,invalid@example.com,non-correctable,00000000,non-correctable,1991-83-94,valid
6315,tzzsbix,excjwhcelpi,3972323y,1989-62-44,invalid@example.com,non-correctable,00000000,non-correctable,1989-62-44,valid
6317,cfcbmsx,pmxcgaderql,8938438c,1976-98-91,invalid@example.com,non-correctable,00000000,non-correctable,1976-98-91,valid
6319,ndbxhzg,bnuohuyuwue,5797674l,1982-54-70,invalid@example.com,non-correctable,00000000,non-correctable,1982-54-70,valid
6320,ghqgrfh,ietdracucmU,1573780L,1975-88-67,invalid@example.com,non-correctable,00000000,non-correctable,1975-88-67,valid
6321,wwfyopw,qaktgecunyg,0821594e,1971-24-42,invalid@example.com,non-correctable,00000000,non-correctable,1971-24-42,valid
6322,lfumrhr,ogbzomwqouY,9165960S,1996-82-91,invalid@example.com,non-correctable,00000000,non-correctable,1996-82-91,valid
6324,phbbbwx,mvbnqbpsqmG,3650554Q,1987-17-96,invalid@example.com,non-correctable,00000000,non-correctable,1987-17-96,valid
6326,lhumsuy,kejjplpcddo,0504756u,1995-41-95,invalid@example.com,non-correctable,00000000,non-correctable,1995-41-95,valid
6327,qywwevr,grbehdlzhru,5031159G,1992-39-84,invalid@example.com,non-correctable,00000000,non-correctable,1992-39-84,valid
6328,xfmmihd,apnmgkyvgwX,3022546w,1972-23-59,invalid@example.com,non-correctable,00000000,non-correctable,1972-23-59,valid
6330,lssdcyi,xgpuvllpuoO,9735675m,1978-21-49,invalid@example.com,non-correctable,00000000,non-correctable,1978-21-49,valid
6333,wiqdvpf,nndrvlybzkG,8741732t,1975-58-46,invalid@example.com,non-correctable,00000000,non-correctable,1975-58-46,valid
6336,frtmfks,upnbamflzuZ,9659307U,1984-98-51,invalid@example.com,non-correctable,00000000,non-correctable,1984-98-51,valid
6337,wyismsi,ehnrvhcrstE,5143799r,1989-15-50,invalid@example.com,non-correctable,00000000,non-correctable,1989-15-50,valid
6339,rcvcsxi,bitrlqozchW,6644494h,1975-62-77,invalid@example.com,non-correctable,00000000,non-correctable,1975-62-77,valid
6340,ufnvgao,qoceosgbkjU,9160475k,1988-97-96,invalid@example.com,non-correctable,00000000,non-correctable,1988-97-96,valid
6341,egkgtnp,iyrsxerroup,7844619E,1972-70-57,invalid@example.com,non-correctable,00000000,non-correctable,1972-70-57,valid
6344,rxpktcg,bknniuiuqti,8591173X,1999-40-40,invalid@example.com,non-correctable,00000000,non-correctable,1999-40-40,valid
6346,menstzx,socgayxmiuJ,7524663g,1992-76-38,invalid@example.com,non-correctable,00000000,non-correctable,1992-76-38,valid
6348,uruvehj,nflztibzrkC,1027003D,1988-31-87,invalid@example.com,non-correctable,00000000,non-correctable,1988-31-87,valid
6349,zgrqdem,atvrlmvqpsY,0094486b,1975-16-97,invalid@example.com,non-correctable,00000000,non-correctable,1975-16-97,valid
6352,gmkieqn,uvelmbuagfH,7477015B,1990-30-76,invalid@example.com,non-correctable,00000000,non-correctable,1990-30-76,valid
6354,njywbgn,ieozimosane,9444562Q,1992-92-82,invalid@example.com,non-correctable,00000000,non-correctable,1992-92-82,valid
6356,xeeblwv,tduvnxfrvpq,6037534Z,1981-38-62,invalid@example.com,non-correctable,00000000,non-correctable,1981-38-62,valid
6365,wjpliet,xcsbhztesqN,1620789o,1990-62-43,invalid@example.com,non-correctable,00000000,non-correctable,1990-62-43,valid
6366,xirwkna,bxabxowlmnu,8475158b,1992-73-32,invalid@example.com,non-correctable,00000000,non-correctable,1992-73-32,valid
6367,gfdxgcc,ekzqgwfxczr,9821312P,1977-52-79,invalid@example.com,non-correctable,00000000,non-correctable,1977-52-79,valid
6369,ojrgfma,snnomeauzwZ,2096225y,2000-40-38,invalid@example.com,non-correctable,00000000,non-correctable,2000-40-38,valid
6370,pleqmce,pxqtnvwnfpZ,3584712A,1975-98-76,invalid@example.com,non-correctable,00000000,non-correctable,1975-98-76,valid
6371,kcgnmui,hcxhyzdpucl,7838058y,1977-32-94,invalid@example.com,non-correctable,00000000,non-correctable,1977-32-94,valid
6372,hyekimy,rrjjjplldxq,5360788k,1980-13-88,invalid@example.com,non-correctable,00000000,non-correctable,1980-13-88,valid
6375,xcbgzhd,mfvmqgecmlr,4013663g,1975-27-86,invalid@example.com,non-correctable,00000000,non-correctable,1975-27-86,valid
6376,xhnpbrs,zisgtjwuvuX,6639370X,1982-41-39,invalid@example.com,non-correctable,00000000,non-correctable,1982-41-39,valid
6378,jmdxogr,fwofjdihvwB,9798384N,1998-14-47,invalid@example.com,non-correctable,00000000,non-correctable,1998-14-47,valid
6379,yhnhwpi,txgiamgonhq,8258799P,1970-37-93,invalid@example.com,non-correctable,00000000,non-correctable,1970-37-93,valid
6382,rgeybfh,elhlruwdset,2629618D,1975-79-64,invalid@example.com,non-correctable,00000000,non-correctable,1975-79-64,valid
6384,oiewiop,xtpazjwfdvw,9081850F,1970-45-42,invalid@example.com,non-correctable,00000000,non-correctable,1970-45-42,valid
6385,gaovves,auzwwlljgrS,5916258g,1971-99-74,invalid@example.com,non-correctable,00000000,non-correctable,1971-99-74,valid
6387,gfdbftr,wbhtuerctrJ,1768166d,1992-95-58,invalid@example.com,non-correctable,00000000,non-correctable,1992-95-58,valid
6388,camlkcf,xrwiwoiclwW,9550930n,1985-18-76,invalid@example.com,non-correctable,00000000,non-correctable,1985-18-76,valid
6389,hjmfcai,ueohmdhfweI,9091509Y,1974-21-99,invalid@example.com,non-correctable,00000000,non-correctable,1974-21-99,valid
6391,lckfziz,lttpvgnwvnD,2275393U,1979-62-76,invalid@example.com,non-correctable,00000000,non-correctable,1979-62-76,valid
6392,xdmrxvq,vnjdwxlonjL,6470284Q,1993-51-94,invalid@example.com,non-correctable,00000000,non-correctable,1993-51-94,valid
6393,zxrenoc,lzqnlbrtiys,5386699l,1975-66-36,invalid@example.com,non-correctable,00000000,non-correctable,1975-66-36,valid
6394,cvvvkdh,vqogfigdurs,6706322Q,1979-50-40,invalid@example.com,non-correctable,00000000,non-correctable,1979-50-40,valid
6395,fqcxzbd,qtazgwvgfaE,2082466q,1974-63-44,invalid@example.com,non-correctable,00000000,non-correctable,1974-63-44,valid
6400,zydzgog,oxhhqzjqsbL,1434838c,1998-49-36,invalid@example.com,non-correctable,00000000,non-correctable,1998-49-36,valid
6402,lohvsgt,ikaqasgxadC,9484522C,1978-73-99,invalid@example.com,non-correctable,00000000,non-correctable,1978-73-99,valid
6403,bwbprym,opxjcwiwsfG,0145043d,1977-72-85,invalid@example.com,non-correctable,00000000,non-correctable,1977-72-85,valid
6404,cjhbnko,inadcmcpcgL,8171285m,1972-96-49,invalid@example.com,non-correctable,00000000,non-correctable,1972-96-49,valid
6406,xqwtpqy,cnjuebmbspi,3604060b,1978-22-53,invalid@example.com,non-correctable,00000000,non-correctable,1978-22-53,valid
6409,syghqeo,qmsykuvyezW,9572517H,1971-35-71,invalid@example.com,non-correctable,00000000,non-correctable,1971-35-71,valid
6410,dvusvsz,xdiowhsvcra,6883745k,1971-62-64,invalid@example.com,non-correctable,00000000,non-correctable,1971-62-64,valid
6412,mkotoku,mbyflvdgrgU,2945657f,1973-43-34,invalid@example.com,non-correctable,00000000,non-correctable,1973-43-34,valid
6413,zeizziv,ajatkpzcujn,9209626R,1995-38-64,invalid@example.com,non-correctable,00000000,non-correctable,1995-38-64,valid
6414,csosebb,kemmwytxass,7488171l,1976-60-88,invalid@example.com,non-correctable,00000000,non-correctable,1976-60-88,valid
6418,ozsnopb,ltqprcmyajc,6019343V,2000-69-89,invalid@example.com,non-correctable,00000000,non-correctable,2000-69-89,valid
6419,rdnwsah,iwnriccxzgY,6301637G,1974-22-77,invalid@example.com,non-correctable,00000000,non-correctable,1974-22-77,valid
6420,xnlldrs,ruwjagmmpeH,8081433W,1972-14-73,invalid@example.com,non-correctable,00000000,non-correctable,1972-14-73,valid
6421,wjhiffz,mdektkpcixA,9905949I,1970-64-92,invalid@example.com,non-correctable,00000000,non-correctable,1970-64-92,valid
6422,iviksxf,wjoklllubjH,7853450n,1972-83-67,invalid@example.com,non-correctable,00000000,non-correctable,1972-83-67,valid
6423,bpetokk,calnnjrnjqi,4257039Y,1990-99-41,invalid@example.com,non-correctable,00000000,non-correctable,1990-99-41,valid
6425,gexfxps,xsuushonqzg,1290369W,2000-53-77,invalid@example.com,non-correctable,00000000,non-correctable,2000-53-77,valid
6426,zidvnwq,feydxqqsgbu,8546467g,1972-82-74,invalid@example.com,non-correctable,00000000,non-correctable,1972-82-74,valid
6428,ufzhfyy,vljkqsbwhgL,2963551r,1980-44-46,invalid@example.com,non-correctable,00000000,non-correctable,1980-44-46,valid
6431,ympmqlw,bzmrnyjlhrQ,1011388C,1987-99-43,invalid@example.com,non-correctable,00000000,non-correctable,1987-99-43,valid
6433,zibtqzd,hfcnhyynpzf,1817319v,1995-81-40,invalid@example.com,non-correctable,00000000,non-correctable,1995-81-40,valid
6435,ghflmvp,bbfuutpeujZ,3483565x,1979-94-58,invalid@example.com,non-correctable,00000000,non-correctable,1979-94-58,valid
6436,lhwaxki,hcopmpbpedE,2997710J,1984-45-52,invalid@example.com,non-correctable,00000000,non-correctable,1984-45-52,valid
6437,tqupshk,tqdjvleaxsN,2570340L,1979-65-91,invalid@example.com,non-correctable,00000000,non-correctable,1979-65-91,valid
6438,hrkemjh,jyfyqggsmdY,2699361z,1977-69-88,invalid@example.com,non-correctable,00000000,non-correctable,1977-69-88,valid
6439,enoyfbu,gmpcpkynqnO,1929121a,1980-66-66,invalid@example.com,non-correctable,00000000,non-correctable,1980-66-66,valid
6440,kdfydmr,wtauzdpqezV,1769056U,1971-41-71,invalid@example.com,non-correctable,00000000,non-correctable,1971-41-71,valid
6441,zpztlhx,fiykjjyfuzw,0482180a,1996-73-62,invalid@example.com,non-correctable,00000000,non-correctable,1996-73-62,valid
6442,zuvjvwh,qfssfzhymum,1117376o,1978-23-60,invalid@example.com,non-correctable,00000000,non-correctable,1978-23-60,valid
6446,iixnedu,rzyweafamdw,4330833v,1974-46-59,invalid@example.com,non-correctable,00000000,non-correctable,1974-46-59,valid
6448,iemvsjy,xjyfvrbdnrh,6398489P,1995-69-83,invalid@example.com,non-correctable,00000000,non-correctable,1995-69-83,valid
6452,nyjlaqh,ewedlavxvik,8583615a,1974-90-84,invalid@example.com,non-correctable,00000000,non-correctable,1974-90-84,valid
6453,titfzhi,dwxepxplmgW,0890713E,1995-25-63,invalid@example.com,non-correctable,00000000,non-correctable,1995-25-63,valid
6454,vjvsjgd,xsbuzqnqdsY,7709247Q,1994-94-84,invalid@example.com,non-correctable,00000000,non-correctable,1994-94-84,valid
6457,xqfmino,eijnveewfxT,9873472q,1974-60-92,invalid@example.com,non-correctable,00000000,non-correctable,1974-60-92,valid
6461,ymewzug,dtghexxvwmd,0152800T,1979-66-97,invalid@example.com,non-correctable,00000000,non-correctable,1979-66-97,valid
6462,obqxgry,tjyifgbgedA,3651781w,1973-20-66,invalid@example.com,non-correctable,00000000,non-correctable,1973-20-66,valid
6465,khjeanr,ctfspeqcmta,1919940E,1995-94-44,invalid@example.com,non-correctable,00000000,non-correctable,1995-94-44,valid
6468,ebcbrdd,zlgsmmtvwcM,7184015N,1990-53-75,invalid@example.com,non-correctable,00000000,non-correctable,1990-53-75,valid
6472,phhulgd,qlmreobgaiM,3475542B,1971-28-92,invalid@example.com,non-correctable,00000000,non-correctable,1971-28-92,valid
6473,fknhzuv,nfpkeijxpdz,2162469R,1971-46-87,invalid@example.com,non-correctable,00000000,non-correctable,1971-46-87,valid
6474,zerovoj,hxpvfutndwE,2669645w,1992-90-32,invalid@example.com,non-correctable,00000000,non-correctable,1992-90-32,valid
6477,fjpboed,belcaoiureP,2637342D,1970-49-89,invalid@example.com,non-correctable,00000000,non-correctable,1970-49-89,valid
6479,cynrxnd,xvxzmzasyhL,4214538P,2000-21-46,invalid@example.com,non-correctable,00000000,non-correctable,2000-21-46,valid
6485,uoifjmu,tbhezsstidH,8964401F,1983-28-75,invalid@example.com,non-correctable,00000000,non-correctable,1983-28-75,valid
6486,zwqcaaa,babgfnvbemj,8953443O,1983-60-55,invalid@example.com,non-correctable,00000000,non-correctable,1983-60-55,valid
6494,tcriytx,khgtxtywjlD,6313151b,1970-46-41,invalid@example.com,non-correctable,00000000,non-correctable,1970-46-41,valid
6497,libbycj,nksrgnlxfhn,0953860W,1999-48-91,invalid@example.com,non-correctable,00000000,non-correctable,1999-48-91,valid
6498,byglesg,amufftodgqP,5217559m,1982-68-71,invalid@example.com,non-correctable,00000000,non-correctable,1982-68-71,valid
6499,gisapdj,gpzdhgkkgcN,5778648M,1983-98-81,invalid@example.com,non-correctable,00000000,non-correctable,1983-98-81,valid
6502,egztguu,zwprpshrxgI,7625541e,1974-86-63,invalid@example.com,non-correctable,00000000,non-correctable,1974-86-63,valid
6503,rwmqxqr,whrddrfpbex,7783027U,1986-53-85,invalid@example.com,non-correctable,00000000,non-correctable,1986-53-85,valid
6504,plpsvfa,gewjayxgnyv,7863864r,1990-94-41,invalid@example.com,non-correctable,00000000,non-correctable,1990-94-41,valid
6505,gsukwto,rvctgxjwrst,1717115h,1983-42-40,invalid@example.com,non-correctable,00000000,non-correctable,1983-42-40,valid
6507,rlahjzv,vsmzhyvlwsM,0313368v,1971-33-79,invalid@example.com,non-correctable,00000000,non-correctable,1971-33-79,valid
6509,rlmkexh,rtatdxjnkiQ,8677386O,1973-54-74,invalid@example.com,non-correctable,00000000,non-correctable,1973-54-74,valid
6510,obdvfoi,rqcsvtatmuW,2006315O,1970-17-62,invalid@example.com,non-correctable,00000000,non-correctable,1970-17-62,valid
6511,qkgkwky,xzxpgqqhiuA,7432066H,1983-31-55,invalid@example.com,non-correctable,00000000,non-correctable,1983-31-55,valid
6514,dtzuzhp,lbcvffzysjr,6371009V,1997-20-79,invalid@example.com,non-correctable,00000000,non-correctable,1997-20-79,valid
6515,bxmtosx,gnqmniswmfC,5036004c,1984-76-65,invalid@example.com,non-correctable,00000000,non-correctable,1984-76-65,valid
6519,mixlmct,kuaipdunxgf,3530717j,1977-88-52,invalid@example.com,non-correctable,00000000,non-correctable,1977-88-52,valid
6523,ekijqiv,nsajyrhnzqn,0052274Y,1971-60-63,invalid@example.com,non-correctable,00000000,non-correctable,1971-60-63,valid
6525,ghlgasu,ixzvjjwtpha,7491939y,1981-73-33,invalid@example.com,non-correctable,00000000,non-correctable,1981-73-33,valid
6526,sgrawcs,yzluqmgmkay,7264622d,1986-20-35,invalid@example.com,non-correctable,00000000,non-correctable,1986-20-35,valid
6530,egcyoui,psfgddvagiL,4125386A,1991-42-73,invalid@example.com,non-correctable,00000000,non-correctable,1991-42-73,valid
6531,uxfamun,lwldyehdghX,9008600J,1975-83-60,invalid@example.com,non-correctable,00000000,non-correctable,1975-83-60,valid
6534,vyxopun,sxxmxnzcarE,5498093h,1996-49-89,invalid@example.com,non-correctable,00000000,non-correctable,1996-49-89,valid
6535,ciyaarg,uqoepcqcbhh,8755739I,1970-68-32,invalid@example.com,non-correctable,00000000,non-correctable,1970-68-32,valid
6537,teuvbmd,pxksxgdthcw,8090559Z,1982-68-48,invalid@example.com,non-correctable,00000000,non-correctable,1982-68-48,valid
6538,xwjfcay,btkydkzxvgD,3228041f,1979-55-61,invalid@example.com,non-correctable,00000000,non-correctable,1979-55-61,valid
6541,zhmdzee,resfjpbgayS,5997574I,1992-41-92,invalid@example.com,non-correctable,00000000,non-correctable,1992-41-92,valid
6545,jumqrte,raddackywqY,3360898T,1981-35-83,invalid@example.com,non-correctable,00000000,non-correctable,1981-35-83,valid
6547,apupqug,kpitpqqcthN,1279295U,1979-65-51,invalid@example.com,non-correctable,00000000,non-correctable,1979-65-51,valid
6548,cauvcbv,uppgjnirjdi,5604609D,1977-85-33,invalid@example.com,non-correctable,00000000,non-correctable,1977-85-33,valid
6549,cxyhkuy,ehwevkbzves,7193898p,1998-53-58,invalid@example.com,non-correctable,00000000,non-correctable,1998-53-58,valid
6551,hvhabxz,bceucogpjwX,5029371s,1984-87-83,invalid@example.com,non-correctable,00000000,non-correctable,1984-87-83,valid
6553,mizxdfc,oyqfarpgfdr,1822511T,1984-67-45,invalid@example.com,non-correctable,00000000,non-correctable,1984-67-45,valid
6554,qtamvqc,azlsicaicmh,7128555R,1970-67-92,invalid@example.com,non-correctable,00000000,non-correctable,1970-67-92,valid
6555,xsndswc,bjewweizndX,2431990F,1992-97-41,invalid@example.com,non-correctable,00000000,non-correctable,1992-97-41,valid
6557,tlfxgrm,pctcfpvtres,5325620N,1995-83-41,invalid@example.com,non-correctable,00000000,non-correctable,1995-83-41,valid
6565,tzxjonz,fmmhxbhrrsR,4664157k,1993-29-91,invalid@example.com,non-correctable,00000000,non-correctable,1993-29-91,valid
6566,xrccsig,ypunlltvyue,7168128c,1977-31-61,invalid@example.com,non-correctable,00000000,non-correctable,1977-31-61,valid
6567,swqwlar,hipukjdyqaB,1339741M,1987-62-60,invalid@example.com,non-correctable,00000000,non-correctable,1987-62-60,valid
6568,bewkxis,hpbwgzzysfC,8490616R,1989-70-79,invalid@example.com,non-correctable,00000000,non-correctable,1989-70-79,valid
6569,qrrzkgz,ludkxmmbkbv,9331253Q,1992-57-62,invalid@example.com,non-correctable,00000000,non-correctable,1992-57-62,valid
6571,fviyzci,ampbonxwokh,3206779A,1974-17-88,invalid@example.com,non-correctable,00000000,non-correctable,1974-17-88,valid
6575,bgatldi,aqlmblqimdW,3905561R,1970-60-70,invalid@example.com,non-correctable,00000000,non-correctable,1970-60-70,valid
6577,cvqssqc,wvpzsklwkqr,5035795V,2000-20-96,invalid@example.com,non-correctable,00000000,non-correctable,2000-20-96,valid
6580,sahlwyc,hqovfqyrozi,3914121D,1975-96-48,invalid@example.com,non-correctable,00000000,non-correctable,1975-96-48,valid
6581,pchqnvp,cmmmsbmfkcs,8694498a,1978-52-78,invalid@example.com,non-correctable,00000000,non-correctable,1978-52-78,valid
6582,teiyzfi,uapazjcikoO,9467919Y,1976-40-88,invalid@example.com,non-correctable,00000000,non-correctable,1976-40-88,valid
6583,ypxccor,loubupdablD,8010410L,1995-43-33,invalid@example.com,non-correctable,00000000,non-correctable,1995-43-33,valid
6584,tyzxwoh,vjftapfypvU,0778909O,1988-53-36,invalid@example.com,non-correctable,00000000,non-correctable,1988-53-36,valid
6585,fpnmmwo,iswjwasnykF,7926635N,1987-43-71,invalid@example.com,non-correctable,00000000,non-correctable,1987-43-71,valid
6589,dwcvxaz,vgekywzlchH,2062155k,1978-84-91,invalid@example.com,non-correctable,00000000,non-correctable,1978-84-91,valid
6590,ymskpvy,ppnffnkbppy,8855324t,2000-49-39,invalid@example.com,non-correctable,00000000,non-correctable,2000-49-39,valid
6593,sdwddkz,zunqreonrqm,1753343a,1970-79-50,invalid@example.com,non-correctable,00000000,non-correctable,1970-79-50,valid
6598,iyknkjg,nppksqjbgsE,2251773G,1988-78-86,invalid@example.com,non-correctable,00000000,non-correctable,1988-78-86,valid
6599,wvedqrl,qqqhzxznkej,7368213N,1983-15-88,invalid@example.com,non-correctable,00000000,non-correctable,1983-15-88,valid
6600,ffwpfnh,pqbxgujhufp,2095641b,1999-51-35,invalid@example.com,non-correctable,00000000,non-correctable,1999-51-35,valid
6602,fqcmtzt,fuwcunllokv,2383542P,1982-38-36,invalid@example.com,non-correctable,00000000,non-correctable,1982-38-36,valid
6605,xuhtoha,nujadglcbfC,9042977x,1987-92-51,invalid@example.com,non-correctable,00000000,non-correctable,1987-92-51,valid
6607,ybkfcal,metpjaxigvO,3275733H,1983-40-87,invalid@example.com,non-correctable,00000000,non-correctable,1983-40-87,valid
6611,fzhwahz,lhyzzcwmzdF,0215173p,1979-56-45,invalid@example.com,non-correctable,00000000,non-correctable,1979-56-45,valid
6613,hzoabiw,gjnfpqswqiR,9220391v,1980-20-72,invalid@example.com,non-correctable,00000000,non-correctable,1980-20-72,valid
6614,vqluqjw,bbbswriuubs,2467319s,1999-18-93,invalid@example.com,non-correctable,00000000,non-correctable,1999-18-93,valid
6615,jkedpgc,eawwtzdswjo,2176653i,1980-41-62,invalid@example.com,non-correctable,00000000,non-correctable,1980-41-62,valid
6616,xpmocko,nqbsxpffxod,3041562E,1974-20-56,invalid@example.com,non-correctable,00000000,non-correctable,1974-20-56,valid
6617,nuikkgk,xxftpsjizyT,9786477O,1989-39-47,invalid@example.com,non-correctable,00000000,non-correctable,1989-39-47,valid
6618,myefkvd,uhsmwpkzjge,0824691u,1999-61-81,invalid@example.com,non-correctable,00000000,non-correctable,1999-61-81,valid
6619,tzclamm,dcuqnsrvetl,1223853F,1980-40-53,invalid@example.com,non-correctable,00000000,non-correctable,1980-40-53,valid
6621,xfcfein,zqrlcjnhvxg,5166506m,1990-60-93,invalid@example.com,non-correctable,00000000,non-correctable,1990-60-93,valid
6624,rdvcqzd,rxustxdkjrs,6669551d,1982-61-77,invalid@example.com,non-correctable,00000000,non-correctable,1982-61-77,valid
6625,mkxqcri,zxorljgnjiw,9440942T,1975-17-35,invalid@example.com,non-correctable,00000000,non-correctable,1975-17-35,valid
6627,sfccwys,rekmywtzhdI,5640832Q,2000-14-40,invalid@example.com,non-correctable,00000000,non-correctable,2000-14-40,valid
6629,fdobfzj,pdbljjhiteC,8007349W,1977-92-80,invalid@example.com,non-correctable,00000000,non-correctable,1977-92-80,valid
6631,wiejklg,ubruyjubewG,8026234C,1996-84-92,invalid@example.com,non-correctable,00000000,non-correctable,1996-84-92,valid
6632,fumtxqv,cjsolshthhj,3406905Q,1972-77-89,invalid@example.com,non-correctable,00000000,non-correctable,1972-77-89,valid
6633,juatjyy,skjkbbybqkF,0802909x,1995-61-82,invalid@example.com,non-correctable,00000000,non-correctable,1995-61-82,valid
6634,eacgrwa,nzeufqyuxfb,6573824F,1996-73-33,invalid@example.com,non-correctable,00000000,non-correctable,1996-73-33,valid
6641,epslzxx,hvjenvnahoC,0016460l,1973-86-74,invalid@example.com,non-correctable,00000000,non-correctable,1973-86-74,valid
6642,ziswplg,akutiqbxwiD,6083196P,1983-23-81,invalid@example.com,non-correctable,00000000,non-correctable,1983-23-81,valid
6643,vlotavo,dwaenuoaubr,8555933a,1971-63-58,invalid@example.com,non-correctable,00000000,non-correctable,1971-63-58,valid
6646,nmeyglg,wdwklbjskwZ,4805384d,1977-84-46,invalid@example.com,non-correctable,00000000,non-correctable,1977-84-46,valid
6648,emnpwym,mvovmliwkzc,2779917o,1980-72-59,invalid@example.com,non-correctable,00000000,non-correctable,1980-72-59,valid
6652,hqgfeku,ucjmjxsqiwC,7788421a,1978-52-51,invalid@example.com,non-correctable,00000000,non-correctable,1978-52-51,valid
6653,rsemelm,myjqkipvrlm,8160182V,1971-53-90,invalid@example.com,non-correctable,00000000,non-correctable,1971-53-90,valid
6654,uvvyzwd,lbbpvkrollV,3015253u,1975-91-51,invalid@example.com,non-correctable,00000000,non-correctable,1975-91-51,valid
6656,uapovav,bzznmdqnbiW,8798360T,1986-94-51,invalid@example.com,non-correctable,00000000,non-correctable,1986-94-51,valid
6657,mimtgma,jcvuqzqglan,6886001c,1993-54-72,invalid@example.com,non-correctable,00000000,non-correctable,1993-54-72,valid
6658,zkqcmwk,wenoylssoqu,9731284I,1987-92-60,invalid@example.com,non-correctable,00000000,non-correctable,1987-92-60,valid
6659,ixqvzwb,blctpomhhxU,7572716k,1994-39-85,invalid@example.com,non-correctable,00000000,non-correctable,1994-39-85,valid
6661,ytbnsum,mzzskzjhtkA,7474956V,1995-17-84,invalid@example.com,non-correctable,00000000,non-correctable,1995-17-84,valid
6663,fosrsbz,anixoalcgeI,3834119v,1971-92-68,invalid@example.com,non-correctable,00000000,non-correctable,1971-92-68,valid
6664,ivirqfj,trcypnyuyvF,3423282O,1985-79-44,invalid@example.com,non-correctable,00000000,non-correctable,1985-79-44,valid
6667,uvsfliz,jqxlzagpeao,5075362R,1990-15-63,invalid@example.com,non-correctable,00000000,non-correctable,1990-15-63,valid
6668,asbkelm,aykcgeymztm,3651170n,1991-44-99,invalid@example.com,non-correctable,00000000,non-correctable,1991-44-99,valid
6669,fprcuil,npzxdrbszey,5104977H,1975-75-34,invalid@example.com,non-correctable,00000000,non-correctable,1975-75-34,valid
6670,ltmvwed,cfonagikqdh,9095962n,1992-44-81,invalid@example.com,non-correctable,00000000,non-correctable,1992-44-81,valid
6673,wfbadqx,ziwlrwvbeeV,5787374s,1996-55-79,invalid@example.com,non-correctable,00000000,non-correctable,1996-55-79,valid
6675,rbzsiiy,mxqfdtxolnX,0508191F,1975-78-45,invalid@example.com,non-correctable,00000000,non-correctable,1975-78-45,valid
6676,qvzzvub,lqototjzqss,3078574u,1971-33-74,invalid@example.com,non-correctable,00000000,non-correctable,1971-33-74,valid
6677,vjjgqay,riudocjbyre,6654519E,1993-40-38,invalid@example.com,non-correctable,00000000,non-correctable,1993-40-38,valid
6679,sprawng,ocswkftzlqC,8809703B,1975-82-95,invalid@example.com,non-correctable,00000000,non-correctable,1975-82-95,valid
6681,zhcwtre,rmduehnuiuH,8072182f,1970-30-64,invalid@example.com,non-correctable,00000000,non-correctable,1970-30-64,valid
6683,seurggx,ibugpsbkxwO,5139216F,1998-32-33,invalid@example.com,non-correctable,00000000,non-correctable,1998-32-33,valid
6685,soxcpdt,yelfoomprbu,2407490T,1980-21-89,invalid@example.com,non-correctable,00000000,non-correctable,1980-21-89,valid
6688,cjxtxau,ftvpqgxynfE,9671649V,2000-42-71,invalid@example.com,non-correctable,00000000,non-correctable,2000-42-71,valid
6689,kwwxelu,gcqdxinbntW,2831182w,1976-91-38,invalid@example.com,non-correctable,00000000,non-correctable,1976-91-38,valid
6696,uiuptmr,qcnvterdpkV,3821351q,1983-52-44,invalid@example.com,non-correctable,00000000,non-correctable,1983-52-44,valid
6697,rwxtrqq,iplyuhewtgJ,1842977d,1985-52-92,invalid@example.com,non-correctable,00000000,non-correctable,1985-52-92,valid
6699,qovmpys,umnxiilcaqZ,3178759q,1998-70-81,invalid@example.com,non-correctable,00000000,non-correctable,1998-70-81,valid
6700,crzzmzg,jjraxliysfc,6834590r,1980-62-71,invalid@example.com,non-correctable,00000000,non-correctable,1980-62-71,valid
6702,tqhyfsv,nwmniwwebsK,7033964l,1973-45-60,invalid@example.com,non-correctable,00000000,non-correctable,1973-45-60,valid
6706,evfalul,pbndmqkogqk,3033555Z,1991-92-86,invalid@example.com,non-correctable,00000000,non-correctable,1991-92-86,valid
6707,cfntgbg,wemjzfvqgfA,2423408t,1996-17-98,invalid@example.com,non-correctable,00000000,non-correctable,1996-17-98,valid
6709,rkcqfmx,oakuvxjlujL,5299924e,1985-17-85,invalid@example.com,non-correctable,00000000,non-correctable,1985-17-85,valid
6710,mylnbki,ebntpcfyxbb,4470895i,1996-61-89,invalid@example.com,non-correctable,00000000,non-correctable,1996-61-89,valid
6711,qxgzsai,wvngjthmipg,8952588D,1982-98-75,invalid@example.com,non-correctable,00000000,non-correctable,1982-98-75,valid
6714,cmyjrnt,jicbunmupza,9254025a,1974-22-48,invalid@example.com,non-correctable,00000000,non-correctable,1974-22-48,valid
